0, 148
1, 274
2, 286
3, 3252
4, 1236
5, 1556
6, 414
7, 1432
8, 1492
9, 1236
10, 1256
11, 638
12, 280
13, 342
14, 1248
15, 1224
16, 1300
17, 1160
18, 338
19, 1240
20, 1076
21, 944
22, 1124
23, 1276
24, 1300
25, 1140
26, 1200
27, 1216
28, 1336
29, 1316
30, 1224
31, 1252
32, 1300
33, 1008
34, 984
35, 1032
36, 1072
37, 1424
38, 8076
39, 308
40, 312
41, 298
42, 1260
43, 1176
44, 2108
45, 310
46, 1216
47, 1024
48, 1244
49, 1300
50, 1164
51, 330
52, 286
53, 288
54, 282
55, 306
56, 280
57, 164
58, 278
59, 262
60, 572
61, 514
62, 286
63, 140
64, 136
65, 252
66, 196
67, 140
68, 304
69, 278
70, 1260
71, 1284
72, 1268
73, 310
74, 1584
75, 1192
76, 6180
77, 1020
78, 1248
79, 1240
80, 1268
81, 1068
82, 1292
83, 1260
84, 316
85, 1200
86, 1740
87, 1292
88, 1192
89, 1220
90, 1116
91, 1276
92, 1564
93, 1292
94, 1248
95, 1280
96, 3032
97, 1260
98, 1708
99, 1324
100, 514
101, 1540
102, 1300
103, 334
104, 172
105, 308
106, 470
107, 1264
108, 1060
109, 1008
110, 1016
111, 182
112, 1248
113, 1000
114, 1068
115, 1032
116, 176
117, 150
118, 156
119, 154
120, 138
121, 282
122, 294
123, 290
124, 122
125, 280
126, 268
127, 924
128, 1040
129, 1044
130, 1016
131, 166
132, 168
133, 280
134, 1284
135, 1000
136, 1016
137, 1000
138, 968
139, 1152
140, 1020
141, 1016
142, 174
143, 194
144, 312
145, 288
146, 300
147, 136
148, 148
149, 150
150, 142
151, 146
152, 140
153, 138
154, 1080
155, 1284
156, 1176
157, 1176
158, 304
159, 340
160, 900
161, 1016
162, 1024
163, 1056
164, 1056
165, 1376
166, 1228
167, 1300
168, 1280
169, 840
170, 1164
171, 984
172, 1232
173, 296
174, 144
175, 1108
176, 1036
177, 1016
178, 1008
179, 1556
180, 1360
181, 1160
182, 1000
183, 964
184, 180
185, 312
186, 322
187, 176
188, 956
189, 1184
190, 884
191, 932
192, 968
193, 144
194, 1100
195, 1008
196, 1392
197, 1276
198, 302
199, 140
200, 122
201, 140
202, 1224
203, 1000
204, 1236
205, 1048
206, 1000
207, 1060
208, 976
209, 1052
210, 1216
211, 322
212, 174
213, 150
214, 606
215, 286
216, 268
217, 162
218, 296
219, 360
220, 270
221, 932
222, 984
223, 992
224, 1060
225, 1000
226, 1324
227, 1044
228, 916
229, 1548
230, 320
231, 162
232, 138
233, 1176
234, 820
235, 976
236, 1268
237, 310
238, 148
239, 1080
240, 1224
241, 1000
242, 1016
243, 204
244, 1084
245, 1284
246, 968
247, 976
248, 1016
249, 186
250, 1228
251, 1240
252, 1236
253, 1324
254, 1160
255, 1108
256, 1316
257, 1068
258, 168
259, 1008
260, 1112
261, 1056
262, 1012
263, 1032
264, 900
265, 1024
266, 1000
267, 1100
268, 294
269, 1040
270, 1216
271, 932
272, 944
273, 1184
274, 1000
275, 992
276, 924
277, 984
278, 176
279, 140
280, 936
281, 932
282, 1040
283, 1032
284, 162
285, 162
286, 1176
287, 972
288, 920
289, 932
290, 992
291, 164
292, 984
293, 1100
294, 1064
295, 956
296, 166
297, 180
298, 146
299, 1000
300, 936
301, 1000
302, 932
303, 1044
304, 1000
305, 1076
306, 1000
307, 1036
308, 174
309, 170
310, 140
311, 138
312, 984
313, 928
314, 968
315, 1092
316, 1032
317, 170
318, 158
319, 152
320, 156
321, 1208
322, 1332
323, 1024
324, 828
325, 984
326, 176
327, 166
328, 346
329, 138
330, 984
331, 1260
332, 992
333, 1008
334, 1020
335, 152
336, 168
337, 172
338, 136
339, 1012
340, 1000
341, 1040
342, 944
343, 164
344, 140
345, 142
346, 812
347, 1040
348, 900
349, 1016
350, 304
351, 340
352, 296
353, 1200
354, 1224
355, 1288
356, 1100
357, 176
358, 166
359, 148
360, 142
361, 1000
362, 1000
363, 980
364, 1100
365, 174
366, 180
367, 164
368, 166
369, 140
370, 142
371, 140
372, 146
373, 144
374, 150
375, 1016
376, 1020
377, 984
378, 916
379, 1056
380, 170
381, 140
382, 122
383, 884
384, 1000
385, 976
386, 976
387, 952
388, 170
389, 170
390, 166
391, 140
392, 160
393, 164
394, 330
395, 164
396, 164
397, 144
398, 140
399, 146
400, 140
401, 956
402, 940
403, 1276
404, 1032
405, 948
406, 306
407, 1108
408, 1244
409, 1216
410, 1000
411, 178
412, 170
413, 4048
414, 984
415, 1000
416, 1160
417, 164
418, 306
419, 1076
420, 1292
421, 1060
422, 964
423, 210
424, 1240
425, 1248
426, 968
427, 1052
428, 1000
429, 210
430, 142
431, 992
432, 1232
433, 1036
434, 1200
435, 176
436, 276
437, 968
438, 924
439, 1000
440, 1016
441, 162
442, 142
443, 120
444, 140
445, 888
446, 1000
447, 1060
448, 1576
449, 1300
450, 1276
451, 1244
452, 1264
453, 178
454, 1028
455, 1308
456, 1076
457, 1000
458, 1056
459, 1056
460, 1040
461, 176
462, 146
463, 1016
464, 1056
465, 1564
466, 1060
467, 190
468, 1180
469, 1264
470, 1220
471, 884
472, 180
473, 340
474, 1280
475, 1008
476, 864
477, 1316
478, 318
479, 300
480, 1332
481, 1292
482, 956
483, 1012
484, 302
485, 144
486, 1244
487, 1156
488, 964
489, 1708
490, 180
491, 396
492, 488
493, 306
494, 144
495, 144
496, 152
497, 206
498, 154
499, 144
